,date,region,trigger,depth,width
0,4/15/2022,Salt Lake,Skier,"5""",
1,4/15/2022,Salt Lake,Skier,"6""",30'
2,4/14/2022,Uintas,,"14""",175'
3,4/14/2022,Salt Lake,Skier,"12""",70'
4,4/13/2022,Logan,Skier,"12""",25'
5,4/12/2022,Salt Lake,Snowboarder,"12""",70'
6,4/12/2022,Salt Lake,Skier,"9""",30'
7,4/12/2022,Salt Lake,Skier,"11""",30'
8,4/12/2022,Salt Lake,Skier,"18""",50'
9,4/8/2022,Logan,Natural,,
10,4/8/2022,Salt Lake,Natural,,
11,4/6/2022,Salt Lake,Natural,,
12,4/5/2022,Salt Lake,Natural,,
13,4/5/2022,Ogden,Unknown,"9""",700'
14,4/2/2022,Skyline,Snowmobiler,4',400'
15,4/2/2022,Skyline,Snowmobiler,"12""",200'
16,4/2/2022,Salt Lake,Skier,"3""",10'
17,3/31/2022,Salt Lake,Natural,,100'
18,3/30/2022,Salt Lake,,,
19,3/30/2022,Salt Lake,Natural,"8""",200'
20,3/29/2022,Salt Lake,,,
21,3/28/2022,Salt Lake,Unknown,,
22,3/28/2022,Logan,Natural,,
23,3/28/2022,Logan,Natural,,
24,3/28/2022,Logan,Natural,,
25,3/27/2022,Logan,Natural,,
26,3/27/2022,Logan,Natural,,
27,3/27/2022,Moab,Natural,,
28,3/27/2022,Logan,Natural,3',100'
29,3/27/2022,Provo,,"20""",60'
30,3/27/2022,Salt Lake,Natural,,
31,3/27/2022,Uintas,Natural,"14""",100'
32,3/27/2022,Provo,Natural,,
33,3/27/2022,Provo,Natural,,
34,3/27/2022,Logan,Natural,,90'
35,3/27/2022,Logan,Natural,2',200'
36,3/27/2022,Logan,Natural,,
37,3/27/2022,Logan,Natural,,
38,3/27/2022,Salt Lake,Natural,,
39,3/27/2022,Provo,Natural,"18""",200'
40,3/26/2022,Skyline,Snowmobiler,3',600'
41,3/26/2022,Provo,Natural,,
42,3/26/2022,Uintas,Unknown,"18""",200'
43,3/26/2022,Salt Lake,Natural,,
44,3/26/2022,Provo,,,
45,3/26/2022,Salt Lake,Unknown,,
46,3/26/2022,Salt Lake,Natural,"16""",35'
47,3/26/2022,Salt Lake,Unknown,,
48,3/26/2022,Salt Lake,Natural,,
49,3/26/2022,Salt Lake,,,
50,3/26/2022,Salt Lake,Natural,"16""",35'
51,3/26/2022,Salt Lake,Unknown,,
52,3/26/2022,Salt Lake,Natural,,
53,3/26/2022,Salt Lake,,,
54,3/26/2022,Salt Lake,Natural,,
55,3/26/2022,Logan,Natural,,350'
56,3/25/2022,Salt Lake,Natural,"16""",50'
57,3/25/2022,Salt Lake,Snowmobiler,"18""",30'
58,3/25/2022,Uintas,Natural,"20""",150'
59,3/25/2022,Provo,Natural,,150'
60,3/25/2022,Salt Lake,Skier,,
61,3/24/2022,Provo,Natural,,50'
62,3/22/2022,Logan,Snowboarder,2',900'
63,3/21/2022,Salt Lake,Natural,"3""",30'
64,3/21/2022,Salt Lake,Skier,"5""",50'
65,3/21/2022,Salt Lake,Snowboarder,,
66,3/21/2022,Provo,Skier,"16""",
67,3/21/2022,Salt Lake,Unknown,"20""",70'
68,3/21/2022,Salt Lake,Skier,"12""",30'
69,3/21/2022,Salt Lake,Snowboarder,"2""",15'
70,3/21/2022,Salt Lake,Skier,"6""",
71,3/21/2022,Salt Lake,Skier,2.5',30'
72,3/20/2022,Salt Lake,Skier,2',60'
73,3/20/2022,Salt Lake,Skier,"3""",15'
74,3/20/2022,Salt Lake,Skier,"6""",30'
75,3/20/2022,Salt Lake,Natural,,
76,3/20/2022,Salt Lake,Skier,2',40'
77,3/20/2022,Salt Lake,Natural,,10'
78,3/20/2022,Logan,Snowmobiler,2',100'
79,3/19/2022,Skyline,Snowmobiler,3',400'
80,3/19/2022,Salt Lake,Skier,"18""",30'
81,3/19/2022,Logan,Snowboarder,2',150'
82,3/19/2022,Provo,Skier,2',60'
83,3/19/2022,Salt Lake,Snowboarder,"18""",80'
84,3/19/2022,Salt Lake,Natural,,
85,3/19/2022,Logan,Snowmobiler,2',175'
86,3/19/2022,Salt Lake,Skier,,10'
87,3/18/2022,Logan,Snowmobiler,2',80'
88,3/18/2022,Logan,Snowmobiler,2',250'
89,3/17/2022,Salt Lake,Natural,2',60'
90,3/17/2022,Salt Lake,Skier,3',200'
91,3/17/2022,Ogden,Natural,,
92,3/16/2022,Uintas,Natural,,
93,3/16/2022,Salt Lake,Natural,"6""",150'
94,3/16/2022,Salt Lake,Unknown,2',70'
95,3/15/2022,Logan,Snowshoer,"10""",200'
96,3/15/2022,Salt Lake,Skier,2',350'
97,3/15/2022,Salt Lake,Skier,"6""",10'
98,3/15/2022,Salt Lake,Skier,2',50'
99,3/14/2022,Uintas,Snowboarder,2',300'
100,3/14/2022,Salt Lake,Skier,,
101,3/14/2022,Salt Lake,Skier,3',600'
102,3/14/2022,Uintas,Snowboarder,2',300'
103,3/14/2022,Salt Lake,Skier,"3""",10'
104,3/14/2022,Uintas,Skier,2',40'
105,3/13/2022,Logan,Natural,,
106,3/13/2022,Southwest,Snowmobiler,"12""",45'
107,3/13/2022,Logan,Natural,"12""",100'
108,3/12/2022,Salt Lake,Snowboarder,2',70'
109,3/12/2022,Uintas,Snowmobiler,3',
110,3/12/2022,Uintas,Snowmobiler,2.5',150'
111,3/12/2022,Salt Lake,Skier,3.5',50'
112,3/12/2022,Logan,Skier,"20""",400'
113,3/12/2022,Uintas,Snowmobiler,3',
114,3/12/2022,Salt Lake,Skier,"20""",125'
115,3/12/2022,Salt Lake,Unknown,"8""",60'
116,3/12/2022,Salt Lake,Natural,,
117,3/12/2022,Salt Lake,Skier,"21""",70'
118,3/12/2022,Ogden,Snowmobiler,"18""",125'
119,3/11/2022,Salt Lake,,,
120,3/11/2022,Ogden,Snowmobiler,2',300'
121,3/11/2022,Salt Lake,Skier,4',150'
122,3/11/2022,Salt Lake,Skier,"18""",300'
123,3/11/2022,Logan,Snowboarder,"12""",200'
124,3/11/2022,Logan,Skier,"18""",200'
125,3/11/2022,Salt Lake,Skier,"20""",150'
126,3/11/2022,Skyline,Snowmobiler,5',800'
127,3/11/2022,Skyline,Snowmobiler,3',600'
128,3/11/2022,Skyline,Snowmobiler,3',500'
129,3/11/2022,Provo,Skier,"18""",50'
130,3/10/2022,Uintas,Natural,,"1,000'"
131,3/10/2022,Provo,Skier,"18""",150'
132,3/10/2022,Salt Lake,Snowmobiler,2.5',70'
133,3/10/2022,Logan,Snowmobiler,"12""",30'
134,3/10/2022,Provo,Unknown,"16""",50'
135,3/10/2022,Salt Lake,Skier,2',500'
136,3/9/2022,Salt Lake,Skier,2',100'
137,3/9/2022,Ogden,Natural,,
138,3/9/2022,Logan,Natural,"12""",400'
139,3/9/2022,Salt Lake,Skier,"20""",600'
140,3/9/2022,Logan,Natural,"18""",500'
141,3/9/2022,Logan,Natural,2',500'
142,3/9/2022,Salt Lake,Skier,"3""",20'
143,3/9/2022,Logan,Natural,,70'
144,3/9/2022,Ogden,Natural,,
145,3/9/2022,Salt Lake,Skier,2',70'
146,3/9/2022,Salt Lake,Natural,"20""","1,000'"
147,3/9/2022,Logan,Natural,"12""",80'
148,3/9/2022,Salt Lake,Snowboarder,2',100'
149,3/9/2022,Salt Lake,Natural,"20""",400'
150,3/9/2022,Logan,Natural,2',500'
151,3/9/2022,Salt Lake,Skier,"3""",20'
152,3/9/2022,Logan,Natural,,70'
153,3/9/2022,Ogden,Natural,,
154,3/9/2022,Salt Lake,Skier,2',70'
155,3/9/2022,Salt Lake,Natural,"20""","1,000'"
156,3/9/2022,Logan,Natural,"12""",80'
157,3/9/2022,Salt Lake,Snowboarder,2',100'
158,3/9/2022,Salt Lake,Natural,"20""",400'
159,3/9/2022,Uintas,Snowmobiler,2',
160,3/8/2022,Salt Lake,Skier,"17""",90'
161,3/8/2022,Salt Lake,Skier,"18""",150'
162,3/8/2022,Uintas,Skier,"12""",30'
163,3/8/2022,Logan,Skier,"12""",70'
164,3/8/2022,Logan,Natural,2',700'
165,3/7/2022,Skyline,Snowmobiler,2',300'
166,3/7/2022,Skyline,Snowmobiler,2',400'
167,3/7/2022,Salt Lake,Skier,"18""",20'
168,3/7/2022,Salt Lake,Skier,"20""",60'
169,3/7/2022,Salt Lake,Skier,"15""",
170,3/7/2022,Uintas,Snowmobiler,"18""",100'
171,3/7/2022,Salt Lake,Skier,"16""",80'
172,3/7/2022,Salt Lake,Skier,"18""",50'
173,3/7/2022,Ogden,Unknown,"7""",
174,3/7/2022,Salt Lake,Natural,"1""",20'
175,3/7/2022,Salt Lake,Skier,"10""",30'
176,3/7/2022,Uintas,Snowmobiler,2',150'
177,3/7/2022,Provo,Skier,"16""",200'
178,3/6/2022,Salt Lake,Skier,"11""",35'
179,3/6/2022,Salt Lake,Skier,"12""",40'
180,3/6/2022,Logan,Skier,"7""",15'
181,3/6/2022,Salt Lake,Snowboarder,"16""",50'
182,3/6/2022,Salt Lake,Skier,"12""",40'
183,3/6/2022,Salt Lake,Skier,2.5',200'
184,3/6/2022,Logan,Skier,"10""",15'
185,3/6/2022,Salt Lake,Skier,"7""",50'
186,3/6/2022,Salt Lake,Skier,"14""",60'
187,3/5/2022,Moab,Natural,3',200'
188,3/5/2022,Moab,Natural,3',400'
189,3/5/2022,Moab,Natural,,
190,3/4/2022,Logan,Skier,"18""",50'
191,3/3/2022,Salt Lake,Unknown,,
192,3/3/2022,Skyline,Snowmobiler,"20""",600'
193,3/3/2022,Logan,Natural,,150'
194,3/3/2022,Salt Lake,,,
195,3/2/2022,Ogden,Natural,,
196,3/2/2022,Salt Lake,Skier,"10""",80'
197,3/2/2022,Salt Lake,Natural,,30'
198,3/2/2022,Ogden,Natural,,
199,3/1/2022,Salt Lake,Skier,"14""",50'
200,3/1/2022,Uintas,Natural,2',200'
201,3/1/2022,Provo,Natural,2',200'
202,3/1/2022,Provo,Natural,4',600'
203,2/28/2022,Salt Lake,Natural,,
204,2/28/2022,Salt Lake,,"14""",60'
205,2/27/2022,Moab,Skier,2',25'
206,2/27/2022,Skyline,Snowmobiler,"18""",150'
207,2/27/2022,Salt Lake,Natural,"12""",60'
208,2/27/2022,Skyline,Snowmobiler,2',100'
209,2/27/2022,Skyline,Snowmobiler,,
210,2/27/2022,Salt Lake,Natural,,
211,2/26/2022,Salt Lake,Natural,,
212,2/26/2022,Salt Lake,Skier,"18""",50'
213,2/26/2022,Skyline,Snowmobiler,"20""",150'
214,2/26/2022,Salt Lake,Skier,"12""",35'
215,2/26/2022,Provo,Skier,"12""",15'
216,2/26/2022,Ogden,Natural,,
217,2/26/2022,Salt Lake,Natural,,20'
218,2/26/2022,Provo,Natural,"15""",
219,2/26/2022,Skyline,Snowmobiler,2.5',500'
220,2/26/2022,Skyline,Snowmobiler,"18""",800'
221,2/26/2022,Logan,Snowmobiler,"8""",60'
222,2/26/2022,Uintas,Unknown,"10""",100'
223,2/25/2022,Skyline,Snowmobiler,2.5',700'
224,2/25/2022,Skyline,Snowmobiler,2',"1,000'"
225,2/25/2022,Uintas,Snowboarder,"10""",100'
226,2/25/2022,Skyline,Snowmobiler,"7""",800'
227,2/25/2022,Salt Lake,Skier,2',100'
228,2/25/2022,Uintas,Snowmobiler,"20""",175'
229,2/25/2022,Ogden,Skier,"6""",100'
230,2/25/2022,Salt Lake,Skier,"6""",80'
231,2/25/2022,Salt Lake,Snowboarder,"18""",30'
232,2/24/2022,Salt Lake,Skier,"5""",30'
233,2/24/2022,Skyline,Skier,2.5',250'
234,2/24/2022,Skyline,Snowmobiler,"20""",600'
235,2/24/2022,Skyline,Snowmobiler,"18""",60'
236,2/23/2022,Salt Lake,Skier,"10""",30'
237,2/23/2022,Skyline,Natural,2',250'
238,2/23/2022,Skyline,Natural,2',800'
239,2/23/2022,Southwest,Natural,"20""",50'
240,2/23/2022,Skyline,Natural,2',800'
241,2/23/2022,Skyline,Natural,2',
242,2/23/2022,Skyline,Natural,3',600'
243,2/23/2022,Skyline,Natural,2',600'
244,2/23/2022,Skyline,Natural,2',400'
245,2/23/2022,Skyline,Natural,"20""",350'
246,2/23/2022,Skyline,Natural,2',"1,000'"
247,2/23/2022,Skyline,Natural,2',"2,500'"
248,2/23/2022,Skyline,Natural,2',800'
249,2/23/2022,Logan,Skier,"10""",150'
250,2/23/2022,Skyline,Natural,2',"1,500'"
251,2/23/2022,Logan,Snowmobiler,"18""",60'
252,2/23/2022,Provo,Natural,,"1,500'"
253,2/22/2022,Salt Lake,Skier,"12""",20'
254,2/22/2022,Salt Lake,Skier,"18""",20'
255,2/22/2022,Salt Lake,Snowboarder,"10""",40'
256,2/22/2022,Provo,Natural,"18""",400'
257,2/20/2022,Skyline,Natural,"6""",40'
258,2/20/2022,Uintas,Skier,"4""",30'
259,2/19/2022,Salt Lake,Snowboarder,"12""",30'
260,2/18/2022,Salt Lake,Skier,"12""",30'
261,2/17/2022,Salt Lake,Skier,"6""",20'
262,2/17/2022,Skyline,Natural,"6""",60'
263,2/13/2022,Logan,Natural,,40'
264,2/12/2022,Provo,Skier,"10""",5'
265,2/12/2022,Salt Lake,Skier,,
266,2/4/2022,Salt Lake,Skier,"4""",5'
267,1/31/2022,Salt Lake,Skier,"12""",125'
268,1/30/2022,Salt Lake,Skier,"10""",20'
269,1/24/2022,Salt Lake,Unknown,"10""",60'
270,1/23/2022,Salt Lake,Unknown,"8""",
271,1/22/2022,Uintas,Natural,2',50'
272,1/22/2022,Uintas,Natural,"10""",40'
273,1/17/2022,Uintas,Unknown,2.5',350'
274,1/15/2022,Salt Lake,Natural,2.5',50'
275,1/10/2022,Salt Lake,Natural,,30'
276,1/9/2022,Salt Lake,,,
277,1/9/2022,Salt Lake,Snowboarder,"5""",30'
278,1/9/2022,Salt Lake,Natural,,
279,1/7/2022,Salt Lake,Skier,"8""",100'
280,1/7/2022,Logan,Natural,,
281,1/7/2022,Uintas,Natural,4',200'
282,1/7/2022,Salt Lake,Natural,,
283,1/7/2022,Salt Lake,Natural,,
284,1/7/2022,Salt Lake,Natural,5.5',250'
285,1/7/2022,Salt Lake,Natural,5',200'
286,1/7/2022,Salt Lake,Natural,4',500'
287,1/6/2022,Logan,Natural,"15""",30'
288,1/6/2022,Provo,Natural,6',
289,1/6/2022,Logan,Natural,,150'
290,1/6/2022,Uintas,Natural,4.5',900'
291,1/6/2022,Salt Lake,Unknown,5',"1,000'"
292,1/6/2022,Salt Lake,Natural,3',
293,1/6/2022,Salt Lake,Natural,3',800'
294,1/6/2022,Salt Lake,Unknown,,
295,1/6/2022,Salt Lake,Unknown,2',200'
296,1/5/2022,Salt Lake,Unknown,,
297,1/5/2022,Salt Lake,Natural,,"2,500'"
298,1/5/2022,Salt Lake,Skier,"8""",60'
299,1/5/2022,Salt Lake,Natural,5',
300,1/3/2022,Provo,Skier,"12""",50'
301,1/3/2022,Southwest,Snowmobiler,5',350'
302,1/2/2022,Provo,Natural,,
303,1/2/2022,Salt Lake,Natural,,
304,1/2/2022,Salt Lake,Unknown,6',800'
305,1/2/2022,Salt Lake,,,
306,1/2/2022,Salt Lake,Natural,6',700'
307,1/1/2022,Salt Lake,Snowmobiler,,200'
308,1/1/2022,Provo,Natural,,70'
309,1/1/2022,Salt Lake,Natural,"5""",30'
310,1/1/2022,Salt Lake,Unknown,,
311,1/1/2022,Skyline,Snowmobiler,5',250'
312,1/1/2022,Moab,Natural,2',100'
313,1/1/2022,Salt Lake,Unknown,2',300'
314,1/1/2022,Provo,Unknown,,
315,1/1/2022,Salt Lake,Natural,4',200'
316,1/1/2022,Moab,Natural,2.5',900'
317,1/1/2022,Salt Lake,Natural,,
318,1/1/2022,Moab,Natural,2',450'
319,12/31/2021,Salt Lake,Natural,,700'
320,12/31/2021,Salt Lake,,,
321,12/31/2021,Salt Lake,Natural,2.5',
322,12/31/2021,Salt Lake,,2',100'
323,12/31/2021,Provo,Natural,4',500'
324,12/31/2021,Salt Lake,,,
325,12/31/2021,Moab,Natural,7',250'
326,12/31/2021,Salt Lake,Natural,"6""",30'
327,12/31/2021,Moab,Natural,5',500'
328,12/31/2021,Moab,Natural,"5""","3,500'"
329,12/31/2021,Provo,Natural,3',600'
330,12/31/2021,Moab,Natural,4.5',"1,500'"
331,12/31/2021,Moab,Natural,5',40'
332,12/31/2021,Provo,Unknown,,
333,12/31/2021,Moab,Natural,3',350'
334,12/31/2021,Moab,Natural,,"1,500'"
335,12/31/2021,Moab,Natural,7',50'
336,12/31/2021,Southwest,Natural,,50'
337,12/31/2021,Salt Lake,Unknown,5',
338,12/31/2021,Skyline,Natural,5',
339,12/31/2021,Provo,Natural,3.5',350'
340,12/31/2021,Moab,Natural,3.5',
341,12/30/2021,Uintas,Natural,3',700'
342,12/30/2021,Salt Lake,Natural,,100'
343,12/30/2021,Provo,Natural,6',700'
344,12/30/2021,Southwest,Snowmobiler,5',800'
345,12/30/2021,Provo,Unknown,,
346,12/30/2021,Salt Lake,Natural,4',450'
347,12/30/2021,Salt Lake,Natural,,150'
348,12/29/2021,Southwest,Natural,12',70'
349,12/29/2021,Skyline,Natural,,
350,12/29/2021,Salt Lake,Snowboarder,5',250'
351,12/28/2021,Salt Lake,Explosive,3',400'
352,12/27/2021,Salt Lake,Skier,2',80'
353,12/27/2021,Logan,Natural,3',500'
354,12/27/2021,Skyline,Natural,4.5',100'
355,12/27/2021,Salt Lake,Skier,"18""",40'
356,12/27/2021,Salt Lake,Natural,4',100'
357,12/27/2021,Skyline,Natural,,350'
358,12/27/2021,Salt Lake,Natural,3',300'
359,12/27/2021,Uintas,Natural,3',100'
360,12/26/2021,Salt Lake,Natural,3',100'
361,12/26/2021,Logan,Natural,2',80'
362,12/26/2021,Logan,Natural,6',250'
363,12/24/2021,Skyline,Natural,3',"1,000'"
364,12/24/2021,Provo,Natural,6',250'
365,12/24/2021,Salt Lake,Skier,2',80'
366,12/24/2021,Skyline,Natural,,
367,12/23/2021,Uintas,Snowmobiler,3',100'
368,12/22/2021,Provo,Skier,2',100'
369,12/20/2021,Salt Lake,Unknown,"12""",30'
370,12/19/2021,Salt Lake,Unknown,"18""",300'
371,12/19/2021,Salt Lake,Snowboarder,"16""",250'
372,12/19/2021,Salt Lake,Unknown,3',600'
373,12/19/2021,Provo,Unknown,"20""",300'
374,12/19/2021,Salt Lake,Unknown,2',
375,12/18/2021,Salt Lake,Natural,3',70'
376,12/18/2021,Uintas,Natural,3.5',125'
377,12/18/2021,Salt Lake,Skier,2',50'
378,12/18/2021,Salt Lake,Snowboarder,5',600'
379,12/18/2021,Salt Lake,Natural,2',300'
380,12/18/2021,Uintas,Natural,3',100'
381,12/18/2021,Uintas,Natural,3',150'
382,12/18/2021,Uintas,Snowmobiler,"20""",150'
383,12/18/2021,Uintas,Unknown,4',350'
384,12/18/2021,Uintas,Natural,10',600'
385,12/18/2021,Salt Lake,Skier,8',700'
386,12/18/2021,Logan,Natural,"18""",200'
387,12/18/2021,Salt Lake,Snowmobiler,2',175'
388,12/18/2021,Salt Lake,Unknown,2',150'
389,12/18/2021,Salt Lake,Skier,2',70'
390,12/18/2021,Skyline,Natural,"18""",400'
391,12/18/2021,Salt Lake,Skier,"18""",150'
392,12/18/2021,Salt Lake,Unknown,2',100'
393,12/18/2021,Logan,Unknown,3',125'
394,12/18/2021,Salt Lake,Skier,2',30'
395,12/18/2021,Salt Lake,Snowboarder,4',900'
396,12/18/2021,Uintas,Natural,3.5',400'
397,12/18/2021,Salt Lake,Skier,4',100'
398,12/17/2021,Salt Lake,Skier,4',150'
399,12/17/2021,Salt Lake,Skier,"18""",100'
400,12/17/2021,Salt Lake,Skier,3',"1,500'"
401,12/17/2021,Salt Lake,Skier,2.5',30'
402,12/17/2021,Salt Lake,Skier,2.5',150'
403,12/17/2021,Salt Lake,Skier,"20""",100'
404,12/17/2021,Salt Lake,Skier,2.5',250'
405,12/17/2021,Logan,Skier,"20""",50'
406,12/16/2021,Salt Lake,Skier,"22""",125'
407,12/16/2021,Salt Lake,Skier,2',150'
408,12/15/2021,Salt Lake,Skier,3',500'
409,12/15/2021,Salt Lake,Unknown,2',50'
410,12/15/2021,Salt Lake,Unknown,"16""",30'
411,12/15/2021,Provo,Natural,"6""",5'
412,12/15/2021,Salt Lake,Snowboarder,"2""",50'
413,12/15/2021,Salt Lake,Unknown,2.5',50'
414,12/15/2021,Uintas,Skier,"18""",50'
415,12/15/2021,Salt Lake,Natural,,
416,12/15/2021,Salt Lake,Skier,3',"1,000'"
417,12/15/2021,Logan,Natural,"14""",30'
418,12/15/2021,Salt Lake,Skier,2',60'
419,12/15/2021,Logan,Natural,"14""",100'
420,12/15/2021,Salt Lake,Skier,3',150'
421,12/15/2021,Salt Lake,Skier,3',60'
422,12/15/2021,Salt Lake,Skier,2',250'
423,12/15/2021,Salt Lake,Skier,2',50'
424,12/14/2021,Salt Lake,Unknown,,
425,12/13/2021,Logan,Natural,2',100'
426,12/11/2021,Salt Lake,,,
427,12/11/2021,Salt Lake,Skier,"18""",15'
428,12/11/2021,Salt Lake,Skier,"17""",150'
429,12/11/2021,Salt Lake,Unknown,,
430,12/11/2021,Salt Lake,Skier,"20""",60'
431,12/11/2021,Salt Lake,Unknown,,
432,12/11/2021,Logan,Skier,"15""",20'
433,12/11/2021,Salt Lake,Snowboarder,"12""",70'
434,12/10/2021,Salt Lake,Skier,"18""",600'
435,12/10/2021,Salt Lake,Natural,,70'
436,12/10/2021,Salt Lake,Natural,2',100'
437,12/10/2021,Salt Lake,Natural,,
438,12/10/2021,Salt Lake,Skier,"14""",25'
439,12/10/2021,Salt Lake,Skier,"18""",50'
440,12/10/2021,Salt Lake,Snowboarder,"14""",250'
441,12/10/2021,Logan,Unknown,"6""",50'
442,12/10/2021,Salt Lake,Unknown,"18""",100'
443,12/10/2021,Salt Lake,Skier,"19""","1,000'"
444,12/10/2021,Salt Lake,Skier,2',250'
445,12/10/2021,Salt Lake,Unknown,"8""",30'
446,12/9/2021,Salt Lake,Natural,"4""",250'
447,12/9/2021,Salt Lake,Snowboarder,,25'
448,12/9/2021,Salt Lake,Skier,"12""",60'
449,12/9/2021,Salt Lake,Unknown,"10""",30'
450,12/9/2021,Salt Lake,Natural,,
451,12/9/2021,Moab,Natural,2.5',175'
452,12/9/2021,Moab,Natural,2.5',150'
453,12/9/2021,Skyline,Natural,"15""",125'
454,12/9/2021,Moab,Natural,2.5',450'
455,12/9/2021,Moab,Natural,2.5',500'
456,12/9/2021,Moab,Natural,2.5',500'
457,11/10/2021,Salt Lake,Skier,"4""",25'
458,10/25/2021,Salt Lake,Natural,,125'
459,10/24/2021,Salt Lake,Natural,,
460,10/24/2021,Salt Lake,Skier,"6""",15'
461,10/24/2021,Salt Lake,Unknown,,
462,10/24/2021,Uintas,Hiker,"12""",100'
463,10/23/2021,Salt Lake,Skier,"10""",20'
464,10/15/2021,Salt Lake,Skier,"6""",20'
465,5/24/2021,Salt Lake,Skier,,30'
466,5/1/2021,Salt Lake,Unknown,,
467,4/30/2021,Salt Lake,Unknown,"12""",50'
468,4/28/2021,Salt Lake,Natural,,
469,4/27/2021,Salt Lake,Unknown,"8""",
470,4/27/2021,Ogden,Skier,"6""",40'
471,4/27/2021,Logan,Natural,"12""",200'
472,4/27/2021,Logan,Natural,"8""",100'
473,4/26/2021,Ogden,,,
474,4/26/2021,Ogden,Unknown,,
475,4/26/2021,Salt Lake,Skier,"12""",50'
476,4/26/2021,Salt Lake,,"11""",70'
477,4/26/2021,Salt Lake,Skier,"12""",100'
478,4/26/2021,Salt Lake,Snowboarder,"8""",60'
479,4/26/2021,Salt Lake,Skier,"16""",80'
480,4/18/2021,Salt Lake,Skier,"12""",25'
481,4/17/2021,Provo,Skier,"12""",30'
482,4/17/2021,Salt Lake,Skier,"6""",150'
483,4/17/2021,Salt Lake,Skier,"12""",60'
484,4/17/2021,Provo,Skier,"16""",
485,4/17/2021,Salt Lake,Skier,,40'
486,4/17/2021,Provo,Snowboarder,"12""",30'
487,4/17/2021,Salt Lake,Snowboarder,"10""",250'
488,4/16/2021,Salt Lake,Skier,"12""",30'
489,4/16/2021,Salt Lake,Unknown,,25'
490,4/15/2021,Salt Lake,Skier,"20""",60'
491,4/15/2021,Salt Lake,Skier,"12""",40'
492,4/14/2021,Salt Lake,Natural,"6""",200'
493,4/14/2021,Salt Lake,Natural,"18""",200'
494,4/14/2021,Salt Lake,Skier,"16""",50'
495,4/14/2021,Salt Lake,Skier,"11""",20'
496,4/14/2021,Salt Lake,Skier,"12""",80'
497,4/14/2021,Salt Lake,Natural,"12""",40'
498,4/14/2021,Salt Lake,Unknown,"12""",200'
499,4/14/2021,Salt Lake,Unknown,"12""",100'
500,4/14/2021,Ogden,Snowboarder,"12""",
501,4/14/2021,Salt Lake,Skier,"18""",150'
502,4/10/2021,Salt Lake,Natural,6',150'
503,4/9/2021,Salt Lake,Natural,,200'
504,4/8/2021,Salt Lake,Natural,5',100'
505,4/7/2021,Salt Lake,Natural,10',300'
506,4/7/2021,Salt Lake,Natural,,
507,4/7/2021,Salt Lake,Natural,,
508,4/6/2021,Salt Lake,Skier,"12""",60'
509,4/6/2021,Salt Lake,Unknown,"8""",15'
510,4/6/2021,Salt Lake,Natural,2',150'
511,4/4/2021,Salt Lake,Natural,,
512,4/4/2021,Moab,Unknown,4',300'
513,4/4/2021,Logan,Natural,,90'
514,4/4/2021,Provo,Natural,"18""",
515,4/2/2021,Salt Lake,Unknown,,15'
516,4/2/2021,Provo,Natural,"6""",20'
517,4/1/2021,Logan,Natural,"12""",200'
518,3/31/2021,Salt Lake,Skier,"6""",25'
519,3/31/2021,Salt Lake,Natural,"6""",40'
520,3/30/2021,Salt Lake,Natural,"12""",50'
521,3/29/2021,Ogden,Natural,,
522,3/29/2021,Salt Lake,Natural,,200'
523,3/28/2021,Skyline,Natural,"18""",200'
524,3/28/2021,Salt Lake,Snowboarder,,35'
525,3/28/2021,Salt Lake,,"12""",35'
526,3/28/2021,Salt Lake,Natural,"3""",25'
527,3/28/2021,Salt Lake,Natural,,
528,3/27/2021,Provo,Unknown,"6""",200'
529,3/27/2021,Salt Lake,Natural,,
530,3/27/2021,Salt Lake,Skier,"4""",50'
531,3/27/2021,Salt Lake,Skier,"8""",30'
532,3/27/2021,Logan,Skier,,100'
533,3/27/2021,Salt Lake,Snowmobiler,,
534,3/26/2021,Salt Lake,Natural,,20'
535,3/26/2021,Logan,Snowboarder,"16""",50'
536,3/24/2021,Provo,Natural,"12""",400'
537,3/24/2021,Provo,Skier,"6""",10'
538,3/23/2021,Logan,Skier,"6""",
539,3/22/2021,Salt Lake,Skier,,
540,3/22/2021,Salt Lake,Natural,"12""",5'
541,3/22/2021,Logan,Unknown,"4""",25'
542,3/22/2021,Provo,Unknown,,50'
543,3/21/2021,Salt Lake,Unknown,,100'
544,3/21/2021,Salt Lake,Natural,"6""",40'
545,3/21/2021,Salt Lake,Skier,"8""",100'
546,3/21/2021,Salt Lake,Unknown,"8""",40'
547,3/21/2021,Uintas,Snowmobiler,"2""",25'
548,3/20/2021,Salt Lake,Skier,"8""",15'
549,3/20/2021,Salt Lake,Snowboarder,"8""",30'
550,3/18/2021,Salt Lake,Snowboarder,"4""",30'
551,3/18/2021,Salt Lake,Unknown,,30'
552,3/16/2021,Uintas,Skier,"7""",40'
553,3/16/2021,Salt Lake,Natural,,
554,3/15/2021,Salt Lake,Snowboarder,"15""",30'
555,3/14/2021,Salt Lake,Skier,"4""",30'
556,3/14/2021,Salt Lake,Skier,,
557,3/14/2021,Southwest,Natural,"18""",100'
558,3/14/2021,Salt Lake,Snowboarder,"6""",5'
559,3/14/2021,Provo,Skier,"12""",45'
560,3/14/2021,Salt Lake,Skier,"10""",70'
561,3/14/2021,Salt Lake,Skier,"18""",15'
